[2025-09-22 13:29:59,434][contrast_train.py][line:239][INFO] Arguments: Namespace(batchSize=32, dataset='/data/cjj/projects/pointnet.pytorch/data/modelnet40_ply_hdf5_2048', exp_name='GroupContrastWithFeatureTransform', feature_transform=True, gamma=0.5, gpu_id='1', graphcut_c=0.5, graphcut_k=8, graphcut_min_size=20, lambda_con=0.1, lambda_region=0.1, lr=0.001, nepoch=200, no_jitter=False, npoints=1024, rotation_mode='xyz', save_dir='/data/cjj/projects/pointnet.pytorch/Contrast_exp/experiment', seed=42, step_size=20, temperature=0.07, use_cpu=False, use_graphcut_segmentation=True, use_region_contrast=True, workers=4)
[2025-09-22 13:29:59,435][contrast_train.py][line:240][INFO] model params: 3.766769 M
[2025-09-22 13:29:59,435][contrast_train.py][line:241][INFO] Network Structure: ContrastPointNet(
  (feat): PointNetfeat(
    (stn): STN3d(
      (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
      (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
      (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
      (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (fc1): Linear(in_features=1024, out_features=512, bias=True)
      (fc2): Linear(in_features=512, out_features=256, bias=True)
      (fc3): Linear(in_features=256, out_features=9, bias=True)
      (bn4): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn5): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
    (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
    (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
    (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (fstn): STNkd(
      (conv1): Conv1d(64, 64, kernel_size=(1,), stride=(1,))
      (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
      (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
      (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (fc1): Linear(in_features=1024, out_features=512, bias=True)
      (fc2): Linear(in_features=512, out_features=256, bias=True)
      (fc3): Linear(in_features=256, out_features=4096, bias=True)
      (bn4): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn5): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
  )
  (fc1): Linear(in_features=1024, out_features=512, bias=True)
  (fc2): Linear(in_features=512, out_features=256, bias=True)
  (fc3): Linear(in_features=256, out_features=40, bias=True)
  (bn1): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dropout): Dropout(p=0.3, inplace=False)
  (proj): ProjectionHead(
    (net): Sequential(
      (0): Linear(in_features=1024, out_features=256, bias=True)
      (1): ReLU(inplace=True)
      (2): Linear(in_features=256, out_features=128, bias=True)
    )
  )
)
[2025-09-22 13:33:52,064][contrast_train.py][line:330][INFO] Epoch [001/200] Train Loss: 3.8079 (CE 3.0581, Con 2.7856, RegionCon 4.1282, Reg 0.058428) | Train Acc: 0.1811 | Test Acc: 0.2338 | LR: 0.001000
[2025-09-23 00:47:20,852][contrast_train.py][line:330][INFO] Epoch [176/200] Train Loss: 0.7891 (CE 0.4482, Con 0.0734, RegionCon 3.2552, Reg 0.008044) | Train Acc: 0.8547 | Test Acc: 0.8237 | LR: 0.000004
[2025-09-23 00:51:11,336][contrast_train.py][line:330][INFO] Epoch [177/200] Train Loss: 0.7881 (CE 0.4453, Con 0.0774, RegionCon 3.2714, Reg 0.007997) | Train Acc: 0.8528 | Test Acc: 0.8306 | LR: 0.000004
[2025-09-23 00:55:01,491][contrast_train.py][line:330][INFO] Epoch [178/200] Train Loss: 0.7914 (CE 0.4495, Con 0.0732, RegionCon 3.2668, Reg 0.007913) | Train Acc: 0.8516 | Test Acc: 0.8343 | LR: 0.000004
[2025-09-23 00:58:53,050][contrast_train.py][line:330][INFO] Epoch [179/200] Train Loss: 0.7881 (CE 0.4451, Con 0.0827, RegionCon 3.2685, Reg 0.007883) | Train Acc: 0.8532 | Test Acc: 0.8347 | LR: 0.000004
[2025-09-23 01:02:45,098][contrast_train.py][line:330][INFO] Epoch [180/200] Train Loss: 0.7909 (CE 0.4483, Con 0.0817, RegionCon 3.2663, Reg 0.007818) | Train Acc: 0.8532 | Test Acc: 0.8302 | LR: 0.000002
[2025-09-23 01:06:39,154][contrast_train.py][line:330][INFO] Epoch [181/200] Train Loss: 0.7959 (CE 0.4537, Con 0.0742, RegionCon 3.2672, Reg 0.008064) | Train Acc: 0.8519 | Test Acc: 0.8310 | LR: 0.000002
[2025-09-23 01:10:28,634][contrast_train.py][line:330][INFO] Epoch [182/200] Train Loss: 0.7884 (CE 0.4458, Con 0.0781, RegionCon 3.2670, Reg 0.008043) | Train Acc: 0.8515 | Test Acc: 0.8290 | LR: 0.000002
[2025-09-23 01:14:20,266][contrast_train.py][line:330][INFO] Epoch [183/200] Train Loss: 0.7890 (CE 0.4469, Con 0.0740, RegionCon 3.2659, Reg 0.008106) | Train Acc: 0.8538 | Test Acc: 0.8294 | LR: 0.000002
[2025-09-23 01:18:10,166][contrast_train.py][line:330][INFO] Epoch [184/200] Train Loss: 0.7968 (CE 0.4544, Con 0.0806, RegionCon 3.2640, Reg 0.007941) | Train Acc: 0.8498 | Test Acc: 0.8314 | LR: 0.000002
[2025-09-23 01:22:01,089][contrast_train.py][line:330][INFO] Epoch [185/200] Train Loss: 0.7890 (CE 0.4472, Con 0.0740, RegionCon 3.2624, Reg 0.008124) | Train Acc: 0.8537 | Test Acc: 0.8258 | LR: 0.000002
[2025-09-23 01:25:51,965][contrast_train.py][line:330][INFO] Epoch [186/200] Train Loss: 0.8031 (CE 0.4607, Con 0.0782, RegionCon 3.2648, Reg 0.008067) | Train Acc: 0.8490 | Test Acc: 0.8209 | LR: 0.000002
[2025-09-23 01:29:40,632][contrast_train.py][line:330][INFO] Epoch [187/200] Train Loss: 0.7853 (CE 0.4437, Con 0.0756, RegionCon 3.2616, Reg 0.007884) | Train Acc: 0.8561 | Test Acc: 0.8290 | LR: 0.000002
[2025-09-23 01:33:30,686][contrast_train.py][line:330][INFO] Epoch [188/200] Train Loss: 0.7862 (CE 0.4454, Con 0.0726, RegionCon 3.2549, Reg 0.008006) | Train Acc: 0.8514 | Test Acc: 0.8343 | LR: 0.000002
[2025-09-23 01:37:20,649][contrast_train.py][line:330][INFO] Epoch [189/200] Train Loss: 0.7915 (CE 0.4499, Con 0.0769, RegionCon 3.2600, Reg 0.007906) | Train Acc: 0.8493 | Test Acc: 0.8274 | LR: 0.000002
[2025-09-23 01:41:09,748][contrast_train.py][line:330][INFO] Epoch [190/200] Train Loss: 0.7870 (CE 0.4453, Con 0.0751, RegionCon 3.2630, Reg 0.007945) | Train Acc: 0.8513 | Test Acc: 0.8278 | LR: 0.000002
[2025-09-23 01:45:00,063][contrast_train.py][line:330][INFO] Epoch [191/200] Train Loss: 0.7815 (CE 0.4406, Con 0.0727, RegionCon 3.2568, Reg 0.007881) | Train Acc: 0.8537 | Test Acc: 0.8197 | LR: 0.000002
[2025-09-23 01:48:51,217][contrast_train.py][line:330][INFO] Epoch [192/200] Train Loss: 0.7844 (CE 0.4428, Con 0.0717, RegionCon 3.2643, Reg 0.007961) | Train Acc: 0.8536 | Test Acc: 0.8375 | LR: 0.000002
[2025-09-23 01:52:41,135][contrast_train.py][line:330][INFO] Epoch [193/200] Train Loss: 0.7847 (CE 0.4423, Con 0.0792, RegionCon 3.2631, Reg 0.008134) | Train Acc: 0.8522 | Test Acc: 0.8310 | LR: 0.000002
[2025-09-23 01:56:30,884][contrast_train.py][line:330][INFO] Epoch [194/200] Train Loss: 0.7941 (CE 0.4525, Con 0.0765, RegionCon 3.2593, Reg 0.007971) | Train Acc: 0.8544 | Test Acc: 0.8310 | LR: 0.000002
[2025-09-23 02:00:21,196][contrast_train.py][line:330][INFO] Epoch [195/200] Train Loss: 0.7879 (CE 0.4463, Con 0.0760, RegionCon 3.2602, Reg 0.007978) | Train Acc: 0.8566 | Test Acc: 0.8262 | LR: 0.000002
[2025-09-23 02:04:12,740][contrast_train.py][line:330][INFO] Epoch [196/200] Train Loss: 0.7936 (CE 0.4519, Con 0.0753, RegionCon 3.2624, Reg 0.007941) | Train Acc: 0.8509 | Test Acc: 0.8266 | LR: 0.000002
[2025-09-23 02:08:02,450][contrast_train.py][line:330][INFO] Epoch [197/200] Train Loss: 0.7943 (CE 0.4520, Con 0.0786, RegionCon 3.2638, Reg 0.008045) | Train Acc: 0.8529 | Test Acc: 0.8282 | LR: 0.000002
[2025-09-23 02:11:53,261][contrast_train.py][line:330][INFO] Epoch [198/200] Train Loss: 0.7907 (CE 0.4493, Con 0.0819, RegionCon 3.2528, Reg 0.007937) | Train Acc: 0.8516 | Test Acc: 0.8318 | LR: 0.000002
[2025-09-23 02:15:42,481][contrast_train.py][line:330][INFO] Epoch [199/200] Train Loss: 0.7949 (CE 0.4523, Con 0.0771, RegionCon 3.2671, Reg 0.008142) | Train Acc: 0.8517 | Test Acc: 0.8290 | LR: 0.000002
[2025-09-23 02:19:33,617][contrast_train.py][line:330][INFO] Epoch [200/200] Train Loss: 0.7885 (CE 0.4475, Con 0.0721, RegionCon 3.2589, Reg 0.007944) | Train Acc: 0.8514 | Test Acc: 0.8250 | LR: 0.000001
[2025-09-23 02:19:33,668][contrast_train.py][line:349][INFO] Training done. Best test acc: 0.8375
