[2025-09-18 11:41:50,180][contrast_train.py][line:239][INFO] Arguments: Namespace(batchSize=32, dataset='/data/cjj/projects/pointnet.pytorch/data/modelnet40_ply_hdf5_2048', exp_name='BaseLine', feature_transform=False, gamma=0.5, gpu_id='0', graphcut_c=0.5, graphcut_k=8, graphcut_min_size=20, lambda_con=0.1, lambda_region=0.1, lr=0.001, nepoch=200, no_jitter=False, npoints=1024, rotation_mode='xyz', save_dir='/data/cjj/projects/pointnet.pytorch/Contrast_exp/experiment', seed=42, step_size=20, temperature=0.07, use_cpu=False, use_graphcut_segmentation=False, use_region_contrast=True, workers=4)
[2025-09-18 11:41:50,180][contrast_train.py][line:240][INFO] model params: 1.909425 M
[2025-09-18 11:41:50,180][contrast_train.py][line:241][INFO] Network Structure: ContrastPointNet(
  (feat): PointNetfeat(
    (stn): STN3d(
      (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
      (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
      (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
      (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (fc1): Linear(in_features=1024, out_features=512, bias=True)
      (fc2): Linear(in_features=512, out_features=256, bias=True)
      (fc3): Linear(in_features=256, out_features=9, bias=True)
      (bn4): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn5): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
    (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
    (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
    (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  )
  (fc1): Linear(in_features=1024, out_features=512, bias=True)
  (fc2): Linear(in_features=512, out_features=256, bias=True)
  (fc3): Linear(in_features=256, out_features=40, bias=True)
  (bn1): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dropout): Dropout(p=0.3, inplace=False)
  (proj): ProjectionHead(
    (net): Sequential(
      (0): Linear(in_features=1024, out_features=256, bias=True)
      (1): ReLU(inplace=True)
      (2): Linear(in_features=256, out_features=128, bias=True)
    )
  )
)
[2025-09-18 11:41:58,533][contrast_train.py][line:330][INFO] Epoch [001/200] Train Loss: 2.9285 (CE 2.7028, Con 2.2570, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.2658 | Test Acc: 0.3096 | LR: 0.001000
[2025-09-18 12:08:56,440][contrast_train.py][line:330][INFO] Epoch [186/200] Train Loss: 0.4274 (CE 0.4135, Con 0.1381, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8660 | Test Acc: 0.8347 | LR: 0.000002
[2025-09-18 12:09:05,292][contrast_train.py][line:330][INFO] Epoch [187/200] Train Loss: 0.4201 (CE 0.4066, Con 0.1349, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8652 | Test Acc: 0.8343 | LR: 0.000002
[2025-09-18 12:09:14,657][contrast_train.py][line:330][INFO] Epoch [188/200] Train Loss: 0.4353 (CE 0.4216, Con 0.1378, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8632 | Test Acc: 0.8302 | LR: 0.000002
[2025-09-18 12:09:22,811][contrast_train.py][line:330][INFO] Epoch [189/200] Train Loss: 0.4314 (CE 0.4182, Con 0.1320, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8657 | Test Acc: 0.8347 | LR: 0.000002
[2025-09-18 12:09:30,392][contrast_train.py][line:330][INFO] Epoch [190/200] Train Loss: 0.4290 (CE 0.4157, Con 0.1335, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8628 | Test Acc: 0.8294 | LR: 0.000002
[2025-09-18 12:09:39,737][contrast_train.py][line:330][INFO] Epoch [191/200] Train Loss: 0.4299 (CE 0.4165, Con 0.1339, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8621 | Test Acc: 0.8310 | LR: 0.000002
[2025-09-18 12:09:49,098][contrast_train.py][line:330][INFO] Epoch [192/200] Train Loss: 0.4216 (CE 0.4078, Con 0.1384, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8652 | Test Acc: 0.8323 | LR: 0.000002
[2025-09-18 12:09:58,491][contrast_train.py][line:330][INFO] Epoch [193/200] Train Loss: 0.4288 (CE 0.4150, Con 0.1378, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8647 | Test Acc: 0.8318 | LR: 0.000002
[2025-09-18 12:10:07,561][contrast_train.py][line:330][INFO] Epoch [194/200] Train Loss: 0.4264 (CE 0.4124, Con 0.1401, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8644 | Test Acc: 0.8237 | LR: 0.000002
[2025-09-18 12:10:17,262][contrast_train.py][line:330][INFO] Epoch [195/200] Train Loss: 0.4284 (CE 0.4150, Con 0.1343, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8641 | Test Acc: 0.8298 | LR: 0.000002
[2025-09-18 12:10:24,829][contrast_train.py][line:330][INFO] Epoch [196/200] Train Loss: 0.4289 (CE 0.4151, Con 0.1375, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8719 | Test Acc: 0.8270 | LR: 0.000002
[2025-09-18 12:10:34,115][contrast_train.py][line:330][INFO] Epoch [197/200] Train Loss: 0.4225 (CE 0.4089, Con 0.1363, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8650 | Test Acc: 0.8302 | LR: 0.000002
[2025-09-18 12:10:43,168][contrast_train.py][line:330][INFO] Epoch [198/200] Train Loss: 0.4282 (CE 0.4143, Con 0.1387, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8634 | Test Acc: 0.8355 | LR: 0.000002
[2025-09-18 12:10:52,424][contrast_train.py][line:330][INFO] Epoch [199/200] Train Loss: 0.4177 (CE 0.4045, Con 0.1324, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8644 | Test Acc: 0.8282 | LR: 0.000002
[2025-09-18 12:11:01,333][contrast_train.py][line:330][INFO] Epoch [200/200] Train Loss: 0.4256 (CE 0.4121, Con 0.1342, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8625 | Test Acc: 0.8331 | LR: 0.000001
[2025-09-18 12:11:01,359][contrast_train.py][line:349][INFO] Training done. Best test acc: 0.8375
